nodeLatitude,nodeLongitude,geoidHeight
15.0166667,-65.2833333,-37.0436
15.0166667,-65.2666667,-37.0689
15.0166667,-65.25,-37.093
15.0166667,-65.2333333,-37.1156
15.0166667,-65.2166667,-37.1355
15.0166667,-65.2,-37.1544
15.0166667,-65.1833333,-37.1711
15.0166667,-65.1666667,-37.1857
15.0166667,-65.15,-37.1983
15.0166667,-65.1333333,-37.209
15.0166667,-65.1166667,-37.2182
15.0166667,-65.1,-37.2262
15.0166667,-65.0833333,-37.2338
15.0166667,-65.0666667,-37.241
15.0166667,-65.05,-37.2483
15.0166667,-65.0333333,-37.2558
15.0166667,-65.0166667,-37.2633
15.0166667,-65,-37.2709
15.0166667,-64.9833333,-37.2779
15.0166667,-64.9666667,-37.2844
15.0166667,-64.95,-37.2902
15.0166667,-64.9333333,-37.2952
15.0166667,-64.9166667,-37.2994
15.0166667,-64.9,-37.303
15.0166667,-64.8833333,-37.3057
15.0166667,-64.8666667,-37.3083
15.0166667,-64.85,-37.3114
15.0166667,-64.8333333,-37.3153
15.0166667,-64.8166667,-37.3203
15.0166667,-64.8,-37.3262
15.0166667,-64.7833333,-37.3323
15.0166667,-64.7666667,-37.3379
15.0166667,-64.75,-37.3424
15.0166667,-64.7333333,-37.3453
15.0166667,-64.7166667,-37.3464
15.0166667,-64.7,-37.3453
15.0166667,-64.6833333,-37.3419
15.0166667,-64.6666667,-37.3365
15.0166667,-64.65,-37.3295
15.0166667,-64.6333333,-37.3216
15.0166667,-64.6166667,-37.3126
15.0166667,-64.6,-37.305
15.0166667,-64.5833333,-37.2982
15.0166667,-64.5666667,-37.2924
15.0166667,-64.55,-37.2876
15.0166667,-64.5333333,-37.284
15.0166667,-64.5166667,-37.2822
15.0166667,-64.5,-37.2818
15.0166667,-64.4833333,-37.283
15.0166667,-64.4666667,-37.2854
15.0166667,-64.45,-37.2888
15.0166667,-64.4333333,-37.293
15.0166667,-64.4166667,-37.2976
15.0166667,-64.4,-37.3024
15.0166667,-64.3833333,-37.3064
15.0166667,-64.3666667,-37.3088
15.0166667,-64.35,-37.309
15.0166667,-64.3333333,-37.3067
15.0166667,-64.3166667,-37.3021
15.0166667,-64.3,-37.2956
15.0166667,-64.2833333,-37.2874
15.0166667,-64.2666667,-37.2777
15.0166667,-64.25,-37.2666
15.0166667,-64.2333333,-37.2543
15.0166667,-64.2166667,-37.241
15.0166667,-64.2,-37.2264
15.0166667,-64.1833333,-37.2105
15.0166667,-64.1666667,-37.1923
15.0166667,-64.15,-37.1714
15.0166667,-64.1333333,-37.147
15.0166667,-64.1166667,-37.1194
15.0166667,-64.1,-37.0885
15.0166667,-64.0833333,-37.0543
15.0166667,-64.0666667,-37.0169
15.0166667,-64.05,-36.9764
15.0166667,-64.0333333,-36.9332
15.0166667,-64.0166667,-36.888
15.0166667,-64,-36.8415
15.0333333,-69,-29.3035
15.0333333,-68.9833333,-29.3423
15.0333333,-68.9666667,-29.3824
15.0333333,-68.95,-29.4235
15.0333333,-68.9333333,-29.4659
15.0333333,-68.9166667,-29.5091
15.0333333,-68.9,-29.5527
15.0333333,-68.8833333,-29.5964
15.0333333,-68.8666667,-29.64
15.0333333,-68.85,-29.6833
15.0333333,-68.8333333,-29.7263
15.0333333,-68.8166667,-29.7693
15.0333333,-68.8,-29.8125
15.0333333,-68.7833333,-29.8561
15.0333333,-68.7666667,-29.9004
15.0333333,-68.75,-29.9444
15.0333333,-68.7333333,-29.9898
15.0333333,-68.7166667,-30.0352
15.0333333,-68.7,-30.0804
15.0333333,-68.6833333,-30.1252
15.0333333,-68.6666667,-30.17
15.0333333,-68.65,-30.2151
15.0333333,-68.6333333,-30.2609
15.0333333,-68.6166667,-30.3075
15.0333333,-68.6,-30.3552
15.0333333,-68.5833333,-30.4037
15.0333333,-68.5666667,-30.4531
15.0333333,-68.55,-30.5028
15.0333333,-68.5333333,-30.5524
15.0333333,-68.5166667,-30.6003
15.0333333,-68.5,-30.6483
15.0333333,-68.4833333,-30.6951
15.0333333,-68.4666667,-30.741
15.0333333,-68.45,-30.7863
15.0333333,-68.4333333,-30.8313
15.0333333,-68.4166667,-30.8766
15.0333333,-68.4,-30.9226
15.0333333,-68.3833333,-30.9697
15.0333333,-68.3666667,-31.0176
15.0333333,-68.35,-31.066
15.0333333,-68.3333333,-31.1141
15.0333333,-68.3166667,-31.1612
15.0333333,-68.3,-31.2071
15.0333333,-68.2833333,-31.2518
15.0333333,-68.2666667,-31.2955
15.0333333,-68.25,-31.3377
15.0333333,-68.2333333,-31.3811
15.0333333,-68.2166667,-31.4255
15.0333333,-68.2,-31.4712
15.0333333,-68.1833333,-31.5182
15.0333333,-68.1666667,-31.5662
15.0333333,-68.15,-31.614
15.0333333,-68.1333333,-31.661
15.0333333,-68.1166667,-31.7063
15.0333333,-68.1,-31.7497
15.0333333,-68.0833333,-31.7917
15.0333333,-68.0666667,-31.8325
15.0333333,-68.05,-31.8729
15.0333333,-68.0333333,-31.9133
15.0333333,-68.0166667,-31.9545
15.0333333,-68,-31.997
15.0333333,-67.9833333,-32.0399
15.0333333,-67.9666667,-32.0853
15.0333333,-67.95,-32.1317
15.0333333,-67.9333333,-32.1791
15.0333333,-67.9166667,-32.2268
15.0333333,-67.9,-32.2748
15.0333333,-67.8833333,-32.3229
15.0333333,-67.8666667,-32.3708
15.0333333,-67.85,-32.4186
15.0333333,-67.8333333,-32.4663
15.0333333,-67.8166667,-32.5141
15.0333333,-67.8,-32.5624
15.0333333,-67.7833333,-32.6115
15.0333333,-67.7666667,-32.6618
15.0333333,-67.75,-32.7133
15.0333333,-67.7333333,-32.7661
15.0333333,-67.7166667,-32.8197
15.0333333,-67.7,-32.8731
15.0333333,-67.6833333,-32.9279
15.0333333,-67.6666667,-32.983
15.0333333,-67.65,-33.0385
15.0333333,-67.6333333,-33.0943
15.0333333,-67.6166667,-33.1498
15.0333333,-67.6,-33.2043
15.0333333,-67.5833333,-33.2574
15.0333333,-67.5666667,-33.3093
15.0333333,-67.55,-33.3605
15.0333333,-67.5333333,-33.4112
15.0333333,-67.5166667,-33.4619
15.0333333,-67.5,-33.5122
15.0333333,-67.4833333,-33.5618
15.0333333,-67.4666667,-33.6101
15.0333333,-67.45,-33.657
15.0333333,-67.4333333,-33.7022
15.0333333,-67.4166667,-33.7459
15.0333333,-67.4,-33.7871
15.0333333,-67.3833333,-33.828
15.0333333,-67.3666667,-33.868
15.0333333,-67.35,-33.9072
15.0333333,-67.3333333,-33.946
15.0333333,-67.3166667,-33.9844
15.0333333,-67.3,-34.0223
15.0333333,-67.2833333,-34.0592
15.0333333,-67.2666667,-34.0942
15.0333333,-67.25,-34.1265
15.0333333,-67.2333333,-34.1556
15.0333333,-67.2166667,-34.1813
15.0333333,-67.2,-34.2042
15.0333333,-67.1833333,-34.2246
15.0333333,-67.1666667,-34.2433
15.0333333,-67.15,-34.26
15.0333333,-67.1333333,-34.2759
15.0333333,-67.1166667,-34.2907
15.0333333,-67.1,-34.3036
15.0333333,-67.0833333,-34.3168
15.0333333,-67.0666667,-34.3284
15.0333333,-67.05,-34.3384
15.0333333,-67.0333333,-34.3466
15.0333333,-67.0166667,-34.353
15.0333333,-67,-34.358
15.0333333,-66.9833333,-34.3621
15.0333333,-66.9666667,-34.3658
15.0333333,-66.95,-34.3696
15.0333333,-66.9333333,-34.3736
15.0333333,-66.9166667,-34.3778
15.0333333,-66.9,-34.3819
15.0333333,-66.8833333,-34.3857
15.0333333,-66.8666667,-34.3892
15.0333333,-66.85,-34.3922
15.0333333,-66.8333333,-34.3948
15.0333333,-66.8166667,-34.3973
15.0333333,-66.8,-34.4
15.0333333,-66.7833333,-34.4032
15.0333333,-66.7666667,-34.4068
15.0333333,-66.75,-34.4132
15.0333333,-66.7333333,-34.4218
15.0333333,-66.7166667,-34.4321
15.0333333,-66.7,-34.4436
15.0333333,-66.6833333,-34.4554
15.0333333,-66.6666667,-34.467
15.0333333,-66.65,-34.4783
15.0333333,-66.6333333,-34.4893
15.0333333,-66.6166667,-34.5003
15.0333333,-66.6,-34.5116
15.0333333,-66.5833333,-34.524
15.0333333,-66.5666667,-34.5379
15.0333333,-66.55,-34.554
15.0333333,-66.5333333,-34.5722
15.0333333,-66.5166667,-34.5922
15.0333333,-66.5,-34.6134
15.0333333,-66.4833333,-34.6353
15.0333333,-66.4666667,-34.6573
15.0333333,-66.45,-34.6795
15.0333333,-66.4333333,-34.702
15.0333333,-66.4166667,-34.725
15.0333333,-66.4,-34.7475
15.0333333,-66.3833333,-34.7711
15.0333333,-66.3666667,-34.7943
15.0333333,-66.35,-34.8166
15.0333333,-66.3333333,-34.8378
15.0333333,-66.3166667,-34.8579
15.0333333,-66.3,-34.8777
15.0333333,-66.2833333,-34.8978
15.0333333,-66.2666667,-34.9187
15.0333333,-66.25,-34.9412
15.0333333,-66.2333333,-34.9653
15.0333333,-66.2166667,-34.9911
15.0333333,-66.2,-35.0184
15.0333333,-66.1833333,-35.0466
15.0333333,-66.1666667,-35.075
15.0333333,-66.15,-35.1029
15.0333333,-66.1333333,-35.1296
15.0333333,-66.1166667,-35.155
15.0333333,-66.1,-35.1799
15.0333333,-66.0833333,-35.2053
15.0333333,-66.0666667,-35.2322
15.0333333,-66.05,-35.261
15.0333333,-66.0333333,-35.2914
15.0333333,-66.0166667,-35.323
15.0333333,-66,-35.3538
15.0333333,-65.9833333,-35.3854
15.0333333,-65.9666667,-35.4165
15.0333333,-65.95,-35.4473
15.0333333,-65.9333333,-35.4783
15.0333333,-65.9166667,-35.5097
15.0333333,-65.9,-35.5424
15.0333333,-65.8833333,-35.5766
15.0333333,-65.8666667,-35.6128
15.0333333,-65.85,-35.6513
15.0333333,-65.8333333,-35.6924
15.0333333,-65.8166667,-35.7364
15.0333333,-65.8,-35.7833
15.0333333,-65.7833333,-35.8329
15.0333333,-65.7666667,-35.8848
15.0333333,-65.75,-35.9384
15.0333333,-65.7333333,-35.9932
15.0333333,-65.7166667,-36.0488
15.0333333,-65.7,-36.1049
15.0333333,-65.6833333,-36.1611
15.0333333,-65.6666667,-36.2167
15.0333333,-65.65,-36.271
15.0333333,-65.6333333,-36.3234
15.0333333,-65.6166667,-36.3736
15.0333333,-65.6,-36.4212
15.0333333,-65.5833333,-36.466
15.0333333,-65.5666667,-36.508
15.0333333,-65.55,-36.5466
15.0333333,-65.5333333,-36.5844
15.0333333,-65.5166667,-36.6218
15.0333333,-65.5,-36.6595
15.0333333,-65.4833333,-36.6975
15.0333333,-65.4666667,-36.7356
15.0333333,-65.45,-36.7731
15.0333333,-65.4333333,-36.8095
15.0333333,-65.4166667,-36.8446
15.0333333,-65.4,-36.8784
15.0333333,-65.3833333,-36.9109
15.0333333,-65.3666667,-36.9425
15.0333333,-65.35,-36.9735
15.0333333,-65.3333333,-37.0036
15.0333333,-65.3166667,-37.0327
15.0333333,-65.3,-37.0604
15.0333333,-65.2833333,-37.0868
15.0333333,-65.2666667,-37.1118
15.0333333,-65.25,-37.1357
15.0333333,-65.2333333,-37.1581
