lat,lon,de,dn,du
63.5,-138.75,-0.01772,-0.00996,0.0
63.75,-138.75,-0.01903,-0.01264,0.0
64.0,-138.75,-0.01885,-0.0126,0.0
54.0,-138.5,0.03252,-0.02975,0.0
54.25,-138.5,0.03257,-0.02945,0.0
54.5,-138.5,0.03267,-0.02915,0.0
54.75,-138.5,0.03276,-0.02883,0.0
55.0,-138.5,0.03284,-0.02853,0.0
55.25,-138.5,0.03289,-0.02824,0.0
55.5,-138.5,0.03291,-0.02796,0.0
55.75,-138.5,0.03293,-0.02767,0.0
56.0,-138.5,0.0329,-0.02741,0.0
56.25,-138.5,0.03268,-0.02723,0.0
56.5,-138.5,0.03239,-0.02709,0.0
56.75,-138.5,0.03204,-0.02702,0.0
57.0,-138.5,0.03155,-0.02703,0.0
57.25,-138.5,0.03073,-0.02721,0.0
57.5,-138.5,0.02973,-0.02773,0.0
57.75,-138.5,0.02882,-0.02839,0.0
58.0,-138.5,0.02661,-0.0325,0.0
58.25,-138.5,0.02566,-0.03338,0.0
58.5,-138.5,0.02477,-0.0336,0.0
58.75,-138.5,0.02362,-0.0335,0.0
59.0,-138.5,0.02137,-0.03357,0.0
59.25,-138.5,0.01732,-0.0328,0.0
59.5,-138.5,0.00624,-0.02046,0.0
59.75,-138.5,-0.00454,-0.01468,0.0
60.0,-138.5,-0.00688,-0.01094,0.0
60.25,-138.5,-0.00825,-0.01017,0.0
60.5,-138.5,-0.00917,-0.0098,0.0
60.75,-138.5,-0.00993,-0.00955,0.0
61.0,-138.5,-0.01079,-0.00938,0.0
61.25,-138.5,-0.01343,-0.00991,0.0
61.5,-138.5,-0.01485,-0.01014,0.0
61.75,-138.5,-0.01596,-0.01032,0.0
62.0,-138.5,-0.01686,-0.01044,0.0
62.25,-138.5,-0.0173,-0.01042,0.0
62.5,-138.5,-0.01759,-0.01038,0.0
62.75,-138.5,-0.01783,-0.01034,0.0
63.0,-138.5,-0.01799,-0.0103,0.0
63.25,-138.5,-0.01787,-0.01018,0.0
63.5,-138.5,-0.01767,-0.01005,0.0
63.75,-138.5,-0.01894,-0.01273,0.0
64.0,-138.5,-0.01876,-0.01268,0.0
54.0,-138.25,0.03243,-0.02966,0.0
54.25,-138.25,0.03249,-0.02937,0.0
54.5,-138.25,0.03259,-0.02905,0.0
54.75,-138.25,0.03268,-0.02875,0.0
55.0,-138.25,0.03277,-0.02843,0.0
55.25,-138.25,0.03279,-0.02816,0.0
55.5,-138.25,0.0328,-0.02787,0.0
55.75,-138.25,0.03279,-0.02759,0.0
56.0,-138.25,0.03276,-0.02733,0.0
56.25,-138.25,0.0325,-0.02715,0.0
56.5,-138.25,0.03217,-0.027,0.0
56.75,-138.25,0.03177,-0.0269,0.0
57.0,-138.25,0.03121,-0.02691,0.0
57.25,-138.25,0.03026,-0.02709,0.0
57.5,-138.25,0.0289,-0.02775,0.0
57.75,-138.25,0.02786,-0.02886,0.0
58.0,-138.25,0.02535,-0.032,0.0
58.25,-138.25,0.02464,-0.03327,0.0
58.5,-138.25,0.02374,-0.03344,0.0
58.75,-138.25,0.02218,-0.03309,0.0
59.0,-138.25,0.01795,-0.03277,0.0
59.25,-138.25,0.00794,-0.02237,0.0
59.5,-138.25,-0.0028,-0.01529,0.0
59.75,-138.25,-0.00648,-0.01253,0.0
60.0,-138.25,-0.00731,-0.01054,0.0
60.25,-138.25,-0.00845,-0.01008,0.0
60.5,-138.25,-0.00939,-0.00987,0.0
60.75,-138.25,-0.01021,-0.00971,0.0
61.0,-138.25,-0.01225,-0.01004,0.0
61.25,-138.25,-0.0137,-0.01012,0.0
61.5,-138.25,-0.01496,-0.01032,0.0
61.75,-138.25,-0.01601,-0.01048,0.0
62.0,-138.25,-0.01693,-0.0106,0.0
62.25,-138.25,-0.01729,-0.01056,0.0
62.5,-138.25,-0.01756,-0.0105,0.0
62.75,-138.25,-0.01779,-0.01045,0.0
63.0,-138.25,-0.01798,-0.0104,0.0
63.25,-138.25,-0.01782,-0.01028,0.0
63.5,-138.25,-0.01761,-0.01015,0.0
63.75,-138.25,-0.01885,-0.01282,0.0
64.0,-138.25,-0.01866,-0.01277,0.0
54.0,-138.0,0.03232,-0.02956,0.0
54.25,-138.0,0.03242,-0.02927,0.0
54.5,-138.0,0.03251,-0.02897,0.0
54.75,-138.0,0.0326,-0.02865,0.0
55.0,-138.0,0.03271,-0.02833,0.0
55.25,-138.0,0.03268,-0.02808,0.0
55.5,-138.0,0.03267,-0.0278,0.0
55.75,-138.0,0.03265,-0.02751,0.0
56.0,-138.0,0.03269,-0.0272,0.0
56.25,-138.0,0.03231,-0.02705,0.0
56.5,-138.0,0.03194,-0.0269,0.0
56.75,-138.0,0.03149,-0.02679,0.0
57.0,-138.0,0.03094,-0.02678,0.0
57.25,-138.0,0.02981,-0.02688,0.0
57.5,-138.0,0.02806,-0.02756,0.0
57.75,-138.0,0.02605,-0.02872,0.0
58.0,-138.0,0.02304,-0.03227,0.0
58.25,-138.0,0.02349,-0.03317,0.0
58.5,-138.0,0.02223,-0.03329,0.0
58.75,-138.0,0.01952,-0.03233,0.0
59.0,-138.0,0.01116,-0.02748,0.0
59.25,-138.0,-0.00232,-0.0162,0.0
59.5,-138.0,-0.00619,-0.01323,0.0
59.75,-138.0,-0.00733,-0.01162,0.0
60.0,-138.0,-0.00707,-0.01007,0.0
60.25,-138.0,-0.00866,-0.01004,0.0
60.5,-138.0,-0.00968,-0.00999,0.0
60.75,-138.0,-0.01089,-0.00996,0.0
61.0,-138.0,-0.01253,-0.01012,0.0
61.25,-138.0,-0.0139,-0.01031,0.0
61.5,-138.0,-0.01503,-0.01048,0.0
61.75,-138.0,-0.01605,-0.01062,0.0
62.0,-138.0,-0.01722,-0.01085,0.0
62.25,-138.0,-0.01729,-0.0107,0.0
62.5,-138.0,-0.01753,-0.01063,0.0
62.75,-138.0,-0.01775,-0.01057,0.0
63.0,-138.0,-0.01808,-0.01056,0.0
63.25,-138.0,-0.01776,-0.01038,0.0
63.5,-138.0,-0.01755,-0.01023,0.0
63.75,-138.0,-0.01875,-0.0129,0.0
64.0,-138.0,-0.01855,-0.01285,0.0
54.0,-137.75,0.03226,-0.02947,0.0
54.25,-137.75,0.03234,-0.02918,0.0
54.5,-137.75,0.03241,-0.02887,0.0
54.75,-137.75,0.03249,-0.02857,0.0
55.0,-137.75,0.03256,-0.02827,0.0
55.25,-137.75,0.03255,-0.02799,0.0
55.5,-137.75,0.03252,-0.02771,0.0
55.75,-137.75,0.03249,-0.02744,0.0
56.0,-137.75,0.0324,-0.02716,0.0
56.25,-137.75,0.03209,-0.02696,0.0
56.5,-137.75,0.0317,-0.0268,0.0
56.75,-137.75,0.03122,-0.02664,0.0
57.0,-137.75,0.03055,-0.02655,0.0
57.25,-137.75,0.02943,-0.02659,0.0
57.5,-137.75,0.02739,-0.02716,0.0
57.75,-137.75,0.02651,-0.02742,0.0
58.0,-137.75,0.02216,-0.03245,0.0
58.25,-137.75,0.02218,-0.03304,0.0
58.5,-137.75,0.01972,-0.0331,0.0
58.75,-137.75,0.01364,-0.02914,0.0
59.0,-137.75,-0.00129,-0.01849,0.0
59.25,-137.75,-0.00661,-0.01404,0.0
59.5,-137.75,-0.00761,-0.01233,0.0
59.75,-137.75,-0.00779,-0.01115,0.0
60.0,-137.75,-0.00794,-0.01026,0.0
60.25,-137.75,-0.00888,-0.01006,0.0
60.5,-137.75,-0.01014,-0.01014,0.0
60.75,-137.75,-0.01154,-0.00991,0.0
61.0,-137.75,-0.01283,-0.0103,0.0
61.25,-137.75,-0.01403,-0.01049,0.0
61.5,-137.75,-0.0151,-0.01063,0.0
61.75,-137.75,-0.0161,-0.01077,0.0
62.0,-137.75,-0.01697,-0.0109,0.0
62.25,-137.75,-0.01726,-0.01082,0.0
62.5,-137.75,-0.0175,-0.01074,0.0
62.75,-137.75,-0.0177,-0.01068,0.0
63.0,-137.75,-0.01785,-0.01061,0.0
63.25,-137.75,-0.0177,-0.01046,0.0
63.5,-137.75,-0.01749,-0.01032,0.0
63.75,-137.75,-0.01864,-0.01299,0.0
64.0,-137.75,-0.01846,-0.01294,0.0
54.0,-137.5,0.03218,-0.02938,0.0
54.25,-137.5,0.03223,-0.02909,0.0
54.5,-137.5,0.03231,-0.0288,0.0
54.75,-137.5,0.03238,-0.02849,0.0
55.0,-137.5,0.03244,-0.02819,0.0
55.25,-137.5,0.03241,-0.02792,0.0
55.5,-137.5,0.03236,-0.02764,0.0
55.75,-137.5,0.0323,-0.02736,0.0
56.0,-137.5,0.03216,-0.02709,0.0
56.25,-137.5,0.03184,-0.02687,0.0
56.5,-137.5,0.03141,-0.02668,0.0
56.75,-137.5,0.03089,-0.02649,0.0
57.0,-137.5,0.03019,-0.02633,0.0
57.25,-137.5,0.02909,-0.02627,0.0
57.5,-137.5,0.027,-0.02662,0.0
57.75,-137.5,0.02823,-0.02523,0.0
58.0,-137.5,0.02171,-0.03252,0.0
58.25,-137.5,0.02024,-0.03284,0.0
58.5,-137.5,0.00992,-0.03994,0.0
58.75,-137.5,0.00152,-0.02108,0.0
59.0,-137.5,-0.00666,-0.01514,0.0
59.25,-137.5,-0.00838,-0.0131,0.0
59.5,-137.5,-0.00839,-0.01181,0.0
59.75,-137.5,-0.0082,-0.0109,0.0
60.0,-137.5,-0.00833,-0.01029,0.0
60.25,-137.5,-0.00917,-0.01015,0.0
60.5,-137.5,-0.01057,-0.01,0.0
60.75,-137.5,-0.01195,-0.01019,0.0
61.0,-137.5,-0.01305,-0.01047,0.0
61.25,-137.5,-0.01415,-0.01064,0.0
61.5,-137.5,-0.01518,-0.01078,0.0
61.75,-137.5,-0.01612,-0.01091,0.0
62.0,-137.5,-0.01689,-0.011,0.0
62.25,-137.5,-0.01726,-0.01095,0.0
62.5,-137.5,-0.01746,-0.01086,0.0
62.75,-137.5,-0.01764,-0.01078,0.0
63.0,-137.5,-0.01776,-0.0107,0.0
63.25,-137.5,-0.01763,-0.01055,0.0
63.5,-137.5,-0.01744,-0.0104,0.0
63.75,-137.5,-0.01854,-0.01307,0.0
64.0,-137.5,-0.01835,-0.01301,0.0
54.0,-137.25,0.03208,-0.02929,0.0
54.25,-137.25,0.03213,-0.029,0.0
54.5,-137.25,0.03219,-0.02871,0.0
54.75,-137.25,0.03225,-0.02841,0.0
55.0,-137.25,0.03231,-0.02811,0.0
55.25,-137.25,0.03225,-0.02784,0.0
55.5,-137.25,0.03218,-0.02758,0.0
55.75,-137.25,0.03208,-0.02729,0.0
56.0,-137.25,0.03194,-0.027,0.0
56.25,-137.25,0.03155,-0.02677,0.0
56.5,-137.25,0.03108,-0.02655,0.0
56.75,-137.25,0.03051,-0.02633,0.0
57.0,-137.25,0.02979,-0.0261,0.0
57.25,-137.25,0.02873,-0.02592,0.0
57.5,-137.25,0.02681,-0.02605,0.0
57.75,-137.25,0.02217,-0.03281,0.0
58.0,-137.25,0.02111,-0.03246,0.0
58.25,-137.25,0.01541,-0.03402,0.0
58.5,-137.25,0.00429,-0.0273,0.0
58.75,-137.25,-0.00598,-0.01636,0.0
59.0,-137.25,-0.00882,-0.01376,0.0
59.25,-137.25,-0.00925,-0.01245,0.0
59.5,-137.25,-0.00886,-0.01146,0.0
59.75,-137.25,-0.0085,-0.01074,0.0
60.0,-137.25,-0.00856,-0.0103,0.0
60.25,-137.25,-0.00961,-0.01015,0.0
60.5,-137.25,-0.01099,-0.01009,0.0
60.75,-137.25,-0.0122,-0.01039,0.0
61.0,-137.25,-0.01321,-0.01065,0.0
61.25,-137.25,-0.01427,-0.0108,0.0
61.5,-137.25,-0.01523,-0.01092,0.0
61.75,-137.25,-0.01615,-0.01105,0.0
62.0,-137.25,-0.01696,-0.01116,0.0
62.25,-137.25,-0.01723,-0.01108,0.0
62.5,-137.25,-0.01742,-0.01097,0.0
62.75,-137.25,-0.0176,-0.01088,0.0
63.0,-137.25,-0.01772,-0.0108,0.0
63.25,-137.25,-0.01756,-0.01064,0.0
63.5,-137.25,-0.01737,-0.01048,0.0
63.75,-137.25,-0.01844,-0.01316,0.0
64.0,-137.25,-0.01825,-0.01309,0.0
54.0,-137.0,0.03194,-0.02919,0.0
54.25,-137.0,0.03201,-0.02892,0.0
54.5,-137.0,0.03206,-0.02863,0.0
54.75,-137.0,0.03211,-0.02832,0.0
55.0,-137.0,0.03219,-0.02802,0.0
55.25,-137.0,0.03206,-0.02778,0.0
55.5,-137.0,0.03195,-0.02751,0.0
55.75,-137.0,0.03182,-0.02722,0.0
56.0,-137.0,0.03173,-0.02687,0.0
56.25,-137.0,0.03119,-0.02668,0.0
56.5,-137.0,0.03064,-0.02643,0.0
56.75,-137.0,0.03001,-0.02615,0.0
57.0,-137.0,0.02921,-0.02584,0.0
57.25,-137.0,0.02818,-0.02555,0.0
57.5,-137.0,0.02647,-0.02556,0.0
57.75,-137.0,0.02388,-0.03053,0.0
58.0,-137.0,0.01846,-0.03263,0.0
58.25,-137.0,0.007,-0.03168,0.0
58.5,-137.0,-0.00634,-0.01857,0.0
58.75,-137.0,-0.00967,-0.01478,0.0
59.0,-137.0,-0.00999,-0.01301,0.0
59.25,-137.0,-0.00976,-0.01193,0.0
59.5,-137.0,-0.00911,-0.01116,0.0
59.75,-137.0,-0.00872,-0.01062,0.0
60.0,-137.0,-0.00882,-0.01028,0.0
60.25,-137.0,-0.01008,-0.00999,0.0
60.5,-137.0,-0.01131,-0.01026,0.0
60.75,-137.0,-0.01239,-0.01055,0.0
61.0,-137.0,-0.01339,-0.01086,0.0
61.25,-137.0,-0.01437,-0.01094,0.0
61.5,-137.0,-0.0153,-0.01105,0.0
61.75,-137.0,-0.01618,-0.01118,0.0
62.0,-137.0,-0.01721,-0.01141,0.0
62.25,-137.0,-0.01721,-0.01119,0.0
62.5,-137.0,-0.01738,-0.01107,0.0
62.75,-137.0,-0.01753,-0.01098,0.0
63.0,-137.0,-0.01778,-0.01093,0.0
63.25,-137.0,-0.01749,-0.01072,0.0
63.5,-137.0,-0.0173,-0.01057,0.0
63.75,-137.0,-0.01832,-0.01325,0.0
64.0,-137.0,-0.01813,-0.01317,0.0
54.0,-136.75,0.03185,-0.02911,0.0
54.25,-136.75,0.03188,-0.02883,0.0
54.5,-136.75,0.03191,-0.02854,0.0
54.75,-136.75,0.03194,-0.02826,0.0
55.0,-136.75,0.03195,-0.02796,0.0
55.25,-136.75,0.03182,-0.02771,0.0
55.5,-136.75,0.03168,-0.02744,0.0
55.75,-136.75,0.03149,-0.02716,0.0
56.0,-136.75,0.03124,-0.02685,0.0
56.25,-136.75,0.0307,-0.02658,0.0
56.5,-136.75,0.03005,-0.02628,0.0
56.75,-136.75,0.02925,-0.02595,0.0
57.0,-136.75,0.02829,-0.02554,0.0
57.25,-136.75,0.02711,-0.02509,0.0
57.5,-136.75,0.02528,-0.02485,0.0
57.75,-136.75,0.02142,-0.02961,0.0
58.0,-136.75,0.00419,-0.03794,0.0
58.25,-136.75,-0.00655,-0.0189,0.0
58.5,-136.75,-0.01113,-0.01593,0.0
58.75,-136.75,-0.01156,-0.01396,0.0
59.0,-136.75,-0.01088,-0.01229,0.0
59.25,-136.75,-0.0101,-0.0115,0.0
59.5,-136.75,-0.00925,-0.01089,0.0
59.75,-136.75,-0.00896,-0.0105,0.0
60.0,-136.75,-0.00935,-0.01006,0.0
60.25,-136.75,-0.01058,-0.01017,0.0
60.5,-136.75,-0.01161,-0.01041,0.0
60.75,-136.75,-0.0126,-0.0107,0.0
61.0,-136.75,-0.01355,-0.01096,0.0
61.25,-136.75,-0.01448,-0.01107,0.0
61.5,-136.75,-0.01536,-0.01118,0.0
61.75,-136.75,-0.01619,-0.0113,0.0
62.0,-136.75,-0.01694,-0.01141,0.0
62.25,-136.75,-0.01718,-0.01129,0.0
62.5,-136.75,-0.01733,-0.01118,0.0
62.75,-136.75,-0.01747,-0.01106,0.0
63.0,-136.75,-0.01758,-0.01098,0.0
63.25,-136.75,-0.01742,-0.0108,0.0
63.5,-136.75,-0.01722,-0.01064,0.0
63.75,-136.75,-0.01822,-0.01332,0.0
64.0,-136.75,-0.01804,-0.01324,0.0
54.0,-136.5,0.03172,-0.02903,0.0
54.25,-136.5,0.03173,-0.02875,0.0
54.5,-136.5,0.03174,-0.02846,0.0
54.75,-136.5,0.03174,-0.02819,0.0
55.0,-136.5,0.03171,-0.02789,0.0
55.25,-136.5,0.03155,-0.02765,0.0
55.5,-136.5,0.03133,-0.02739,0.0
55.75,-136.5,0.03106,-0.0271,0.0
56.0,-136.5,0.03067,-0.02678,0.0
56.25,-136.5,0.02999,-0.02646,0.0
56.5,-136.5,0.02908,-0.02608,0.0
56.75,-136.5,0.02791,-0.02567,0.0
57.0,-136.5,0.02646,-0.02505,0.0
57.25,-136.5,0.02449,-0.02428,0.0
57.5,-136.5,0.02174,-0.02338,0.0
57.75,-136.5,0.00927,-0.03175,0.0
58.0,-136.5,-0.00724,-0.01839,0.0
58.25,-136.5,-0.01177,-0.01557,0.0
58.5,-136.5,-0.01286,-0.01455,0.0
58.75,-136.5,-0.01258,-0.01332,0.0
59.0,-136.5,-0.01142,-0.01173,0.0
59.25,-136.5,-0.01039,-0.01111,0.0
59.5,-136.5,-0.00929,-0.01064,0.0
59.75,-136.5,-0.00943,-0.01029,0.0
60.0,-136.5,-0.01003,-0.01013,0.0
60.25,-136.5,-0.01094,-0.01032,0.0
60.5,-136.5,-0.01187,-0.01056,0.0
60.75,-136.5,-0.0128,-0.01083,0.0
61.0,-136.5,-0.01371,-0.01108,0.0
61.25,-136.5,-0.01459,-0.01121,0.0
61.5,-136.5,-0.01542,-0.01131,0.0
61.75,-136.5,-0.01621,-0.01142,0.0
62.0,-136.5,-0.01688,-0.0115,0.0
62.25,-136.5,-0.01714,-0.0114,0.0
62.5,-136.5,-0.01728,-0.01127,0.0
62.75,-136.5,-0.0174,-0.01116,0.0
63.0,-136.5,-0.01747,-0.01104,0.0
63.25,-136.5,-0.01734,-0.01088,0.0
63.5,-136.5,-0.01715,-0.01071,0.0
63.75,-136.5,-0.01811,-0.01339,0.0
64.0,-136.5,-0.01794,-0.01332,0.0
54.0,-136.25,0.03156,-0.02894,0.0
54.25,-136.25,0.03155,-0.02866,0.0
54.5,-136.25,0.03154,-0.02838,0.0
54.75,-136.25,0.03151,-0.0281,0.0
55.0,-136.25,0.03144,-0.02782,0.0
55.25,-136.25,0.0312,-0.02758,0.0
55.5,-136.25,0.03087,-0.02734,0.0
55.75,-136.25,0.03045,-0.02705,0.0
56.0,-136.25,0.02985,-0.02671,0.0
56.25,-136.25,0.0288,-0.02628,0.0
56.5,-136.25,0.02724,-0.02574,0.0
56.75,-136.25,0.02491,-0.02507,0.0
57.0,-136.25,0.02129,-0.02376,0.0
57.25,-136.25,0.01567,-0.02182,0.0
57.5,-136.25,0.00773,-0.01933,0.0
57.75,-136.25,-0.0062,-0.01722,0.0
58.0,-136.25,-0.01161,-0.01499,0.0
58.25,-136.25,-0.01329,-0.01436,0.0
58.5,-136.25,-0.01359,-0.0137,0.0
58.75,-136.25,-0.01304,-0.01273,0.0
59.0,-136.25,-0.01174,-0.01122,0.0
59.25,-136.25,-0.01063,-0.01078,0.0
59.5,-136.25,-0.00969,-0.01043,0.0
59.75,-136.25,-0.01013,-0.01016,0.0
60.0,-136.25,-0.01038,-0.01021,0.0
60.25,-136.25,-0.01123,-0.01042,0.0
60.5,-136.25,-0.01211,-0.01068,0.0
60.75,-136.25,-0.013,-0.01098,0.0
61.0,-136.25,-0.01388,-0.01125,0.0
61.25,-136.25,-0.01469,-0.01135,0.0
61.5,-136.25,-0.01548,-0.01143,0.0
61.75,-136.25,-0.01624,-0.01154,0.0
62.0,-136.25,-0.01691,-0.01163,0.0
62.25,-136.25,-0.0171,-0.0115,0.0
62.5,-136.25,-0.01722,-0.01137,0.0
62.75,-136.25,-0.01734,-0.01124,0.0
63.0,-136.25,-0.01741,-0.01113,0.0
63.25,-136.25,-0.01727,-0.01097,0.0
63.5,-136.25,-0.01708,-0.01079,0.0
63.75,-136.25,-0.01801,-0.01347,0.0
64.0,-136.25,-0.01783,-0.01339,0.0
54.0,-136.0,0.03137,-0.02885,0.0
54.25,-136.0,0.03134,-0.02858,0.0
54.5,-136.0,0.03131,-0.0283,0.0
54.75,-136.0,0.03123,-0.02803,0.0
55.0,-136.0,0.03115,-0.02773,0.0
55.25,-136.0,0.03073,-0.02753,0.0
55.5,-136.0,0.03022,-0.02729,0.0
55.75,-136.0,0.02948,-0.027,0.0
56.0,-136.0,0.02844,-0.02659,0.0
56.25,-136.0,0.02623,-0.02589,0.0
56.5,-136.0,0.02238,-0.02469,0.0
56.75,-136.0,0.01509,-0.0223,0.0
57.0,-136.0,0.00488,-0.01855,0.0
57.25,-136.0,-0.002,-0.01682,0.0
57.5,-136.0,-0.00648,-0.01528,0.0
57.75,-136.0,-0.01005,-0.01371,0.0
58.0,-136.0,-0.01285,-0.01392,0.0
58.25,-136.0,-0.01389,-0.01361,0.0
58.5,-136.0,-0.01398,-0.0131,0.0
58.75,-136.0,-0.01331,-0.01224,0.0
59.0,-136.0,-0.01198,-0.01071,0.0
59.25,-136.0,-0.01094,-0.01049,0.0
59.5,-136.0,-0.01031,-0.01006,0.0
59.75,-136.0,-0.0106,-0.01013,0.0
60.0,-136.0,-0.01033,-0.01021,0.0
60.25,-136.0,-0.0115,-0.01051,0.0
60.5,-136.0,-0.01233,-0.0108,0.0
60.75,-136.0,-0.01318,-0.0111,0.0
61.0,-136.0,-0.01407,-0.01149,0.0
61.25,-136.0,-0.01479,-0.01146,0.0
61.5,-136.0,-0.01554,-0.01155,0.0
61.75,-136.0,-0.01625,-0.01165,0.0
62.0,-136.0,-0.0171,-0.01185,0.0
62.25,-136.0,-0.01707,-0.01161,0.0
62.5,-136.0,-0.01718,-0.01146,0.0
62.75,-136.0,-0.01727,-0.01133,0.0
63.0,-136.0,-0.01743,-0.01124,0.0
63.25,-136.0,-0.01718,-0.01103,0.0
63.5,-136.0,-0.01701,-0.01086,0.0
63.75,-136.0,-0.01789,-0.01354,0.0
64.0,-136.0,-0.0177,-0.01346,0.0
54.0,-135.75,0.03118,-0.02877,0.0
54.25,-135.75,0.03111,-0.02849,0.0
54.5,-135.75,0.03102,-0.02823,0.0
54.75,-135.75,0.03087,-0.02795,0.0
55.0,-135.75,0.0306,-0.02769,0.0
55.25,-135.75,0.03006,-0.02746,0.0
55.5,-135.75,0.0292,-0.02724,0.0
55.75,-135.75,0.02775,-0.02694,0.0
56.0,-135.75,0.02478,-0.02635,0.0
56.25,-135.75,0.01815,-0.02386,0.0
56.5,-135.75,0.00711,-0.01928,0.0
56.75,-135.75,-0.00135,-0.0165,0.0
57.0,-135.75,-0.00567,-0.01562,0.0
57.25,-135.75,-0.00823,-0.01517,0.0
57.5,-135.75,-0.01022,-0.01435,0.0
57.75,-135.75,-0.01189,-0.01352,0.0
58.0,-135.75,-0.01339,-0.01346,0.0
58.25,-135.75,-0.01415,-0.01319,0.0
58.5,-135.75,-0.01409,-0.01271,0.0
58.75,-135.75,-0.0133,-0.01199,0.0
59.0,-135.75,-0.01219,-0.01049,0.0
59.25,-135.75,-0.01136,-0.01021,0.0
59.5,-135.75,-0.0109,-0.00986,0.0
59.75,-135.75,-0.01097,-0.01012,0.0
60.0,-135.75,-0.01101,-0.0103,0.0
60.25,-135.75,-0.01175,-0.01059,0.0
60.5,-135.75,-0.01254,-0.01091,0.0
60.75,-135.75,-0.01336,-0.01123,0.0
61.0,-135.75,-0.01417,-0.0115,0.0
61.25,-135.75,-0.01489,-0.01157,0.0
61.5,-135.75,-0.01558,-0.01166,0.0
61.75,-135.75,-0.01626,-0.01175,0.0
62.0,-135.75,-0.01687,-0.01183,0.0
62.25,-135.75,-0.01703,-0.01169,0.0
62.5,-135.75,-0.01712,-0.01154,0.0
62.75,-135.75,-0.0172,-0.0114,0.0
63.0,-135.75,-0.01725,-0.01129,0.0
63.25,-135.75,-0.01711,-0.0111,0.0
63.5,-135.75,-0.01693,-0.01092,0.0
63.75,-135.75,-0.01778,-0.01362,0.0
64.0,-135.75,-0.01761,-0.01353,0.0
54.0,-135.5,0.03096,-0.02868,0.0
54.25,-135.5,0.03083,-0.02841,0.0
54.5,-135.5,0.03065,-0.02814,0.0
54.75,-135.5,0.03039,-0.02787,0.0
55.0,-135.5,0.02993,-0.02763,0.0
55.25,-135.5,0.02903,-0.02739,0.0
55.5,-135.5,0.02741,-0.02714,0.0
55.75,-135.5,0.02382,-0.0266,0.0
56.0,-135.5,0.01439,-0.02295,0.0
56.25,-135.5,0.00177,-0.01718,0.0
56.5,-135.5,-0.00424,-0.01589,0.0
56.75,-135.5,-0.0071,-0.0153,0.0
57.0,-135.5,-0.00893,-0.01498,0.0
57.25,-135.5,-0.01033,-0.01465,0.0
57.5,-135.5,-0.01159,-0.0141,0.0
57.75,-135.5,-0.01275,-0.01352,0.0
58.0,-135.5,-0.01372,-0.01325,0.0
58.25,-135.5,-0.01426,-0.01291,0.0
58.5,-135.5,-0.01416,-0.01241,0.0
58.75,-135.5,-0.01335,-0.01175,0.0
59.0,-135.5,-0.01237,-0.01019,0.0
59.25,-135.5,-0.01155,-0.00958,0.0
59.5,-135.5,-0.01125,-0.00975,0.0
59.75,-135.5,-0.0113,-0.01012,0.0
60.0,-135.5,-0.01139,-0.01034,0.0
60.25,-135.5,-0.012,-0.01068,0.0
60.5,-135.5,-0.01275,-0.01101,0.0
60.75,-135.5,-0.01351,-0.01136,0.0
61.0,-135.5,-0.0143,-0.0116,0.0
61.25,-135.5,-0.01498,-0.0117,0.0
61.5,-135.5,-0.01563,-0.01177,0.0
61.75,-135.5,-0.01626,-0.01184,0.0
62.0,-135.5,-0.01679,-0.01189,0.0
62.25,-135.5,-0.01697,-0.01177,0.0
62.5,-135.5,-0.01706,-0.01161,0.0
62.75,-135.5,-0.01712,-0.01147,0.0
63.0,-135.5,-0.01715,-0.01134,0.0
63.25,-135.5,-0.01703,-0.01117,0.0
63.5,-135.5,-0.01686,-0.01099,0.0
63.75,-135.5,-0.01767,-0.01368,0.0
64.0,-135.5,-0.01752,-0.0136,0.0
54.0,-135.25,0.03066,-0.0286,0.0
54.25,-135.25,0.03046,-0.02832,0.0
54.5,-135.25,0.03018,-0.02805,0.0
54.75,-135.25,0.02973,-0.02779,0.0
55.0,-135.25,0.02893,-0.02754,0.0
55.25,-135.25,0.02725,-0.02728,0.0
55.5,-135.25,0.02344,-0.02673,0.0
55.75,-135.25,0.01308,-0.02257,0.0
56.0,-135.25,0.00028,-0.01616,0.0
56.25,-135.25,-0.00516,-0.01548,0.0
56.5,-135.25,-0.00767,-0.01527,0.0
56.75,-135.25,-0.00918,-0.01501,0.0
57.0,-135.25,-0.01035,-0.01478,0.0
57.25,-135.25,-0.01132,-0.01446,0.0
57.5,-135.25,-0.01225,-0.01401,0.0
57.75,-135.25,-0.0133,-0.01353,0.0
58.0,-135.25,-0.01391,-0.01316,0.0
58.25,-135.25,-0.01433,-0.01273,0.0
58.5,-135.25,-0.01415,-0.01219,0.0
58.75,-135.25,-0.01344,-0.01152,0.0
59.0,-135.25,-0.01281,-0.01,0.0
59.25,-135.25,-0.01221,-0.00968,0.0
59.5,-135.25,-0.01153,-0.00971,0.0
59.75,-135.25,-0.01159,-0.01013,0.0
60.0,-135.25,-0.0116,-0.01036,0.0
60.25,-135.25,-0.01224,-0.01075,0.0
60.5,-135.25,-0.01295,-0.01112,0.0
60.75,-135.25,-0.01364,-0.01151,0.0
61.0,-135.25,-0.01446,-0.01173,0.0
61.25,-135.25,-0.01508,-0.01181,0.0
61.5,-135.25,-0.01568,-0.01186,0.0
61.75,-135.25,-0.01627,-0.01193,0.0
62.0,-135.25,-0.01678,-0.01199,0.0
