nodeLatitude,nodeLongitude,velocityEast,velocityNorth,velocityUp
53.75,-160.0,-0.01414,-0.00669,0.0
54.0,-160.0,-0.01459,-0.0144,0.0
54.25,-160.0,-0.01377,-0.01494,0.0
54.5,-160.0,-0.01373,-0.01516,0.0
54.75,-160.0,-0.01425,-0.01507,0.0
55.0,-160.0,-0.01489,-0.0148,0.0
55.25,-160.0,-0.01527,-0.01458,0.0
55.5,-160.0,-0.01591,-0.01414,0.0
55.75,-160.0,-0.01681,-0.01318,0.0
56.0,-160.0,-0.01719,-0.01258,0.0
56.25,-160.0,-0.01715,-0.01226,0.0
56.5,-160.0,-0.01996,-0.00789,0.0
56.75,-160.0,-0.02014,-0.00777,0.0
57.0,-160.0,-0.0204,-0.00761,0.0
57.25,-160.0,-0.02076,-0.00729,0.0
57.5,-160.0,-0.02114,-0.00691,0.0
57.75,-160.0,-0.0215,-0.00648,0.0
58.0,-160.0,-0.02187,-0.006,0.0
58.25,-160.0,-0.02229,-0.00559,0.0
58.5,-160.0,-0.02271,-0.00516,0.0
58.75,-160.0,-0.02312,-0.00472,0.0
59.0,-160.0,-0.02353,-0.0043,0.0
59.25,-160.0,-0.02394,-0.00403,0.0
59.5,-160.0,-0.02433,-0.00378,0.0
59.75,-160.0,-0.02471,-0.00355,0.0
60.0,-160.0,-0.02507,-0.00334,0.0
60.25,-160.0,-0.02537,-0.00327,0.0
60.5,-160.0,-0.02564,-0.00322,0.0
60.75,-160.0,-0.02591,-0.00318,0.0
61.0,-160.0,-0.02615,-0.00316,0.0
61.25,-160.0,-0.02632,-0.00325,0.0
61.5,-160.0,-0.02648,-0.00335,0.0
61.75,-160.0,-0.02663,-0.00346,0.0
62.0,-160.0,-0.02677,-0.00357,0.0
62.25,-160.0,-0.02191,-0.00267,0.0
62.5,-160.0,-0.02196,-0.00287,0.0
62.75,-160.0,-0.02201,-0.00308,0.0
63.0,-160.0,-0.02204,-0.00329,0.0
63.25,-160.0,-0.02202,-0.0035,0.0
63.5,-160.0,-0.02199,-0.00371,0.0
63.75,-160.0,-0.02196,-0.00392,0.0
64.0,-160.0,-0.02193,-0.00413,0.0
64.25,-160.0,-0.02187,-0.00429,0.0
64.5,-160.0,-0.02181,-0.00445,0.0
64.75,-160.0,-0.02174,-0.00461,0.0
65.0,-160.0,-0.02168,-0.00477,0.0
65.25,-160.0,-0.02161,-0.00488,0.0
65.5,-160.0,-0.02154,-0.00499,0.0
65.75,-160.0,-0.02147,-0.0051,0.0
53.25,-159.75,-0.01895,-0.00524,0.0
53.5,-159.75,-0.01657,-0.00594,0.0
53.75,-159.75,-0.01379,-0.00705,0.0
54.0,-159.75,-0.01411,-0.01471,0.0
54.25,-159.75,-0.01307,-0.01522,0.0
54.5,-159.75,-0.01289,-0.01549,0.0
54.75,-159.75,-0.01338,-0.01542,0.0
55.0,-159.75,-0.01414,-0.01516,0.0
55.25,-159.75,-0.01477,-0.01485,0.0
55.5,-159.75,-0.01534,-0.01442,0.0
55.75,-159.75,-0.01625,-0.01357,0.0
56.0,-159.75,-0.01687,-0.01289,0.0
56.25,-159.75,-0.01681,-0.01241,0.0
56.5,-159.75,-0.01678,-0.01215,0.0
56.75,-159.75,-0.01969,-0.00789,0.0
57.0,-159.75,-0.01995,-0.00774,0.0
57.25,-159.75,-0.02034,-0.00742,0.0
57.5,-159.75,-0.02074,-0.00703,0.0
57.75,-159.75,-0.02114,-0.00658,0.0
58.0,-159.75,-0.02155,-0.00606,0.0
58.25,-159.75,-0.02202,-0.00561,0.0
58.5,-159.75,-0.02249,-0.00514,0.0
58.75,-159.75,-0.02297,-0.00467,0.0
59.0,-159.75,-0.02342,-0.00422,0.0
59.25,-159.75,-0.02387,-0.00394,0.0
59.5,-159.75,-0.0243,-0.00368,0.0
59.75,-159.75,-0.02471,-0.00345,0.0
60.0,-159.75,-0.02509,-0.00323,0.0
60.25,-159.75,-0.0254,-0.00317,0.0
60.5,-159.75,-0.0257,-0.00313,0.0
60.75,-159.75,-0.02597,-0.0031,0.0
61.0,-159.75,-0.02622,-0.00309,0.0
61.25,-159.75,-0.0264,-0.00319,0.0
61.5,-159.75,-0.02656,-0.0033,0.0
61.75,-159.75,-0.02671,-0.00342,0.0
62.0,-159.75,-0.02684,-0.00355,0.0
62.25,-159.75,-0.02198,-0.00264,0.0
62.5,-159.75,-0.02203,-0.00286,0.0
62.75,-159.75,-0.02207,-0.00308,0.0
63.0,-159.75,-0.0221,-0.00331,0.0
63.25,-159.75,-0.02207,-0.00353,0.0
63.5,-159.75,-0.02204,-0.00375,0.0
63.75,-159.75,-0.022,-0.00398,0.0
64.0,-159.75,-0.02196,-0.0042,0.0
64.25,-159.75,-0.02189,-0.00436,0.0
64.5,-159.75,-0.02183,-0.00452,0.0
64.75,-159.75,-0.02176,-0.00469,0.0
65.0,-159.75,-0.02169,-0.00485,0.0
65.25,-159.75,-0.02162,-0.00496,0.0
65.5,-159.75,-0.02154,-0.00507,0.0
65.75,-159.75,-0.02147,-0.00518,0.0
53.25,-159.5,-0.01901,-0.00541,0.0
53.5,-159.5,-0.01659,-0.00614,0.0
53.75,-159.5,-0.01377,-0.00728,0.0
54.0,-159.5,-0.01389,-0.01507,0.0
54.25,-159.5,-0.0126,-0.01565,0.0
54.5,-159.5,-0.01226,-0.0159,0.0
54.75,-159.5,-0.01265,-0.01583,0.0
55.0,-159.5,-0.01347,-0.01558,0.0
55.25,-159.5,-0.01427,-0.01517,0.0
55.5,-159.5,-0.01482,-0.01467,0.0
55.75,-159.5,-0.01563,-0.01398,0.0
56.0,-159.5,-0.01643,-0.01325,0.0
56.25,-159.5,-0.01645,-0.0126,0.0
56.5,-159.5,-0.01642,-0.01229,0.0
56.75,-159.5,-0.01925,-0.00804,0.0
57.0,-159.5,-0.01951,-0.00789,0.0
57.25,-159.5,-0.01991,-0.00756,0.0
57.5,-159.5,-0.02034,-0.00716,0.0
